1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
-6287032 8388707 -4910241 8388707 -8388308 -8235773 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8364426 -8388308 -8388408 -8388308 -8388408
-6308657 8388707 -4921205 8388707 -8388308 -8244848 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8371635 -8388308 -8388408 -8388308 -8388408
-6358896 8388707 -4934090 8388707 -8388308 -8263307 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8367504 -8388308 -8388408 -8388308 -8388408
-6406772 8388707 -4946560 8388707 -8388308 -8300824 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8371258 -8388308 -8388408 -8388308 -8388408
-6423115 8388707 -4952961 8388707 -8388308 -8348148 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6433594 8388707 -4969829 8388707 -8388308 -8386359 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6447759 8388707 -4999421 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6454506 8388707 -5006412 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6460025 8388707 -5035659 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6454844 8388707 -5076562 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6438372 8388707 -5102983 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6462676 8388707 -5118180 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6484247 8388707 -5124964 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6618615 8388707 -5134417 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6624456 8388707 -5142329 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6630564 8388707 -5147998 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6659355 8388707 -5152491 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6717485 8388707 -5165703 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6761410 8388707 -5179525 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6774250 8388707 -5185335 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6770008 8388707 -5188191 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6816794 8388707 -5193488 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6837897 8388707 -5202105 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6889119 8388707 -5208824 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6935219 8388707 -5219616 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6958409 8388707 -5232449 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-6975377 8388707 -5239504 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8241255 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7000368 8388707 -5245993 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7869258 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7016312 8388707 -5257459 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7751603 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7013970 8388707 -5275258 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7745400 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7038132 8388707 -5266321 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7782660 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7117185 8388707 -5276803 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7846456 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7171956 8388707 -5281642 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7869921 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7175315 8388707 -5278941 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7825637 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7148786 8388707 -5286168 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7811269 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7189704 8388707 -5290255 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7884322 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7290288 8388707 -5289937 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8014372 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7307592 8388707 -5294475 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7317122 8388707 -5303799 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7325415 8388707 -5309434 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7345703 8388707 -5306254 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7375504 8388707 -5308900 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7384504 8388707 -5315078 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7367265 8388707 -5325246 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7358721 8388707 -5334950 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7368825 8388707 -5345770 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7363415 8388707 -5349046 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7355677 8388707 -5343851 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7364726 8388707 -5339984 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7367410 8388707 -5341494 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7349623 8388707 -5345066 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7336452 8388707 -5352569 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7339120 8388707 -5357766 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7348677 8388707 -5357432 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7361867 8388707 -5359627 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408
-7389829 8388707 -5371713 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8062948 -8388308 -8388408
-7433264 8388707 -5377493 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7624568 -8388308 -8388408
-7425358 8388707 -5391924 8388707 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -8388408 -8388308 -7482686 -8388308 -8388408
